team,team_id,player_name,position,dob,nationality
Panama,1836,Jiovany Ramos,Defence,1997-01-26,Panama
Panama,1836,José Cordoba,Defence,2001-06-03,Panama
Panama,1836,Michael Murillo,Defence,1996-02-11,Panama
Panama,1836,Edgardo Fariña,Defence,2001-09-21,Panama
Panama,1836,Jorge Gutiérrez,Defence,1998-09-01,Panama
Panama,1836,Adalberto Carrasquilla,Midfield,1998-11-28,Panama
Panama,1836,José Luis Rodríguez,Midfield,1998-06-19,Panama
Panama,1836,Cecilio Waterman,Midfield,1991-04-13,Panama
Panama,1836,Édgar Bárcenas,Midfield,1993-10-23,Panama
Panama,1836,Aníbal Godoy,Midfield,1990-02-10,Panama
Panama,1836,Alberto Quintero,Midfield,1987-12-18,Panama
Panama,1836,Carlos Harvey,Midfield,2000-02-03,Panama
Panama,1836,César Yanis,Midfield,1996-01-28,Panama
Panama,1836,Christian Martinez,Midfield,1997-02-06,Panama
Panama,1836,José Fajardo,Offence,1993-08-18,Panama
Panama,1836,Ismael Díaz,Offence,1997-05-12,Panama
Panama,1836,Tomas Rodriguez,Offence,1999-03-09,Panama
Panama,1836,Azarias Londoño,Offence,2001-06-21,Panama
Cape Verde Islands,1930,Márcio Rosa,Goalkeeper,1997-02-23,Cape Verde Islands
Cape Verde Islands,1930,Vózinha,Goalkeeper,1986-06-03,Cape Verde Islands
Cape Verde Islands,1930,C.J. dos Santos,Goalkeeper,2000-08-24,Cape Verde Islands
Cape Verde Islands,1930,Steven Moreira,Defence,1994-08-13,Cape Verde Islands
Cape Verde Islands,1930,Logan Costa,Defence,2001-04-01,Cape Verde Islands
Cape Verde Islands,1930,Roberto Lopes,Defence,1992-06-17,Cape Verde Islands
Cape Verde Islands,1930,Diney Borges,Defence,1995-01-17,Cape Verde Islands
Cape Verde Islands,1930,Stopira,Defence,1988-05-20,Cape Verde Islands
Cape Verde Islands,1930,Sidny Lopes Cabral,Defence,2002-09-18,Cape Verde Islands
Cape Verde Islands,1930,Wagner Pina,Defence,2002-11-03,Cape Verde Islands
Cape Verde Islands,1930,Kelvin Pires,Defence,2000-06-05,Cape Verde Islands
Cape Verde Islands,1930,Deroy Duarte,Midfield,1999-07-04,Cape Verde Islands
Cape Verde Islands,1930,Garry Rodrigues,Midfield,1990-11-27,Cape Verde Islands
Cape Verde Islands,1930,Kevin Pina,Midfield,1997-01-27,Cape Verde Islands
Cape Verde Islands,1930,Laros Duarte,Midfield,1997-02-28,Cape Verde Islands
Cape Verde Islands,1930,Yannick Semedo,Midfield,1995-12-29,Cape Verde Islands
Cape Verde Islands,1930,Telmo Arcanjo,Midfield,2001-06-21,Cape Verde Islands
Cape Verde Islands,1930,Jamiro Monteiro,Midfield,1993-11-23,Cape Verde Islands
Cape Verde Islands,1930,João Paulo,Midfield,1998-05-26,Cape Verde Islands
Cape Verde Islands,1930,Willy Semedo,Offence,1994-04-27,Cape Verde Islands
Cape Verde Islands,1930,Ryan Mendes,Offence,1990-01-08,Cape Verde Islands
Cape Verde Islands,1930,Jovane Cabral,Offence,1998-06-14,Cape Verde Islands
Cape Verde Islands,1930,Gilson Tavares,Offence,2001-12-29,Cape Verde Islands
Cape Verde Islands,1930,Nuno Da Costa,Offence,1991-02-10,Cape Verde Islands
Cape Verde Islands,1930,Dailon Rocha Livramento,Offence,2001-05-04,Cape Verde Islands
Cape Verde Islands,1930,Hélio Varela,Offence,2002-05-03,Cape Verde Islands
DR Congo,1934,Timothy Fayulu,Goalkeeper,1999-07-24,Congo DR
DR Congo,1934,Lionel Mpasi,Goalkeeper,1994-08-01,Congo DR
DR Congo,1934,Matthieu Epolo,Goalkeeper,2005-01-15,Congo DR
DR Congo,1934,Axel Tuanzebe,Defence,1997-11-14,Congo DR
DR Congo,1934,Chancel Mbemba,Defence,1994-08-08,Congo DR
DR Congo,1934,Aaron Wan-Bissaka,Defence,1997-11-26,Congo DR
DR Congo,1934,Arthur Masuaku,Defence,1993-11-07,Congo DR
DR Congo,1934,Joris Kayembe,Defence,1994-08-08,Congo DR
DR Congo,1934,Dylan Batubinsika,Defence,1996-02-15,Congo DR
DR Congo,1934,Gédéon Kalulu,Defence,1997-08-29,Congo DR
DR Congo,1934,Steve Kapuadi,Defence,1998-04-30,Congo DR
DR Congo,1934,Gaël Kakuta,Midfield,1991-06-21,Congo DR
DR Congo,1934,Samuel Moutoussamy,Midfield,1996-08-12,Congo DR
DR Congo,1934,Edo Kayembe,Midfield,1998-06-03,Congo DR
DR Congo,1934,Aaron Tshibola,Midfield,1995-01-02,Congo DR
DR Congo,1934,Charles Pickel,Midfield,1997-05-15,Congo DR
DR Congo,1934,Noah Sadiki,Midfield,2004-12-17,Congo DR
DR Congo,1934,Ngal'ayel Mukau,Midfield,2004-11-03,Congo DR
DR Congo,1934,Yoane Wissa,Offence,1996-09-03,Congo DR
DR Congo,1934,Theo Bongonda,Offence,1995-11-20,Congo DR
DR Congo,1934,Cédric Bakambu,Offence,1991-04-11,Congo DR
DR Congo,1934,Simon Banza,Offence,1996-08-13,Congo DR
DR Congo,1934,Nathanael Mbuku,Offence,2002-03-16,Congo DR
DR Congo,1934,Meschack Elia,Offence,1997-08-06,Congo DR
DR Congo,1934,Brian Cipenga,Offence,1998-03-11,Congo DR
DR Congo,1934,Fiston Mayele,Offence,1994-06-24,Congo DR
Ivory Coast,1935,Yahia Fofana,Goalkeeper,2000-08-21,Ivory Coast
Ivory Coast,1935,Alban Lafont,Goalkeeper,1999-01-23,Ivory Coast
Ivory Coast,1935,Mohamed Kone,Goalkeeper,2002-03-07,Ivory Coast
Ivory Coast,1935,Evan N'Dicka,Defence,1999-08-20,Ivory Coast
Ivory Coast,1935,Christopher Operi,Defence,1997-04-29,Ivory Coast
Ivory Coast,1935,Ghislain Konan,Defence,1995-12-27,Ivory Coast
Ivory Coast,1935,Wilfried Singo,Defence,2000-12-25,Ivory Coast
Ivory Coast,1935,Guela Doué,Defence,2002-10-17,Ivory Coast
Ivory Coast,1935,Emmanuel Agbadou,Defence,1997-06-17,Ivory Coast
Ivory Coast,1935,Odilon Kossounou,Defence,2001-01-04,Ivory Coast
Ivory Coast,1935,Ousmane Diomande,Defence,2003-12-04,Ivory Coast
Ivory Coast,1935,Franck Kessié,Midfield,1996-12-19,Ivory Coast
Ivory Coast,1935,Seko Fofana,Midfield,1995-05-07,Ivory Coast
Ivory Coast,1935,Ibrahim Sangaré,Midfield,1997-12-02,Ivory Coast
Ivory Coast,1935,Jean Michaël Seri,Midfield,1991-07-19,Ivory Coast
Ivory Coast,1935,Amad Diallo,Midfield,2002-07-11,Ivory Coast
Ivory Coast,1935,Parfait Guiagon,Midfield,2001-02-22,Ivory Coast
Ivory Coast,1935,Christ Ravynel Inao Oulaï,Midfield,2006-04-06,Ivory Coast
Ivory Coast,1935,Nicolas Pépé,Offence,1995-05-29,Ivory Coast
Ivory Coast,1935,Evann Guessand,Offence,2001-07-01,Ivory Coast
Ivory Coast,1935,Ange-Yoan Bonny,Offence,2003-10-25,Ivory Coast
Ivory Coast,1935,Sepe Elye Wahi,Offence,2003-01-02,Ivory Coast
Ivory Coast,1935,Simon Adingra,Offence,2002-01-01,Ivory Coast
Ivory Coast,1935,Oumar Diakite,Offence,2003-12-20,Ivory Coast
Ivory Coast,1935,Bazoumana Touré,Offence,2006-03-02,Ivory Coast
Ivory Coast,1935,Yan Diomandé,Offence,2006-11-14,Ivory Coast
Qatar,8030,Salah Zakaria,Goalkeeper,1999-04-24,Qatar
Qatar,8030,Meshaal Barsham,Goalkeeper,1998-02-14,Qatar
Qatar,8030,Mahmoud Abunada,Goalkeeper,2000-02-05,Qatar
Qatar,8030,Boualem Khoukhi,Defence,1990-07-09,Qatar
Qatar,8030,Jassem Gaber Abdulsallam,Defence,2002-02-20,Qatar
Qatar,8030,Homam Ahmed,Defence,1999-08-25,Qatar
Qatar,8030,Ró-Ró,Defence,1990-08-06,Qatar
Qatar,8030,Lucas Mendes,Defence,1990-07-03,Qatar
Qatar,8030,Sultan Al Brake,Defence,1996-04-07,Qatar
Qatar,8030,Hashemi Al Hussain,Defence,2003-08-15,Qatar
Qatar,8030,Issa Laye,Defence,1997-12-22,Qatar
Qatar,8030,Ayoub Al-Oui,Defence,2005-03-11,Qatar
Qatar,8030,Assim Madibo,Midfield,1996-10-22,Qatar
Qatar,8030,Abdulaziz Hatem,Midfield,1990-10-28,Qatar
Qatar,8030,Karim Boudiaf,Midfield,1990-09-16,Qatar
Qatar,8030,Ahmed Fathy,Midfield,1993-01-25,Qatar
Qatar,8030,Yusuf Abdurisag,Midfield,1999-08-06,Qatar
Qatar,8030,Ahmed Al Ganehi,Midfield,2000-09-22,Qatar
Qatar,8030,Tahsin Jamshid,Midfield,2006-06-16,Qatar
Qatar,8030,Mohamed Al-Mannai,Midfield,2003-10-30,Qatar
Qatar,8030,Akram Afif,Offence,1996-11-18,Qatar
Qatar,8030,Almoez Ali,Offence,1996-08-19,Qatar
Qatar,8030,Mohammed Muntari,Offence,1993-12-20,Qatar
Qatar,8030,Hassan Al Haydos,Offence,1990-12-11,Qatar
Qatar,8030,Ahmed Alaa Eldin,Offence,1993-01-31,Qatar
Qatar,8030,Edmílson,Offence,1994-08-19,Qatar
Jordan,8049,Yazeed Abu Layla,Goalkeeper,1993-01-08,Jordan
Jordan,8049,Abdallah Al Fakhouri,Goalkeeper,2000-01-22,Jordan
Jordan,8049,Noureddin Bani Ateyah,Goalkeeper,1993-01-25,Jordan
Jordan,8049,Ehsan Haddad,Defence,1994-02-05,Jordan
Jordan,8049,Saleem Obaid,Defence,1992-01-17,Jordan
Jordan,8049,Yazan Al Arab,Defence,1996-01-31,Jordan
Jordan,8049,Mohammad Abualnadi,Defence,2001-02-08,Jordan
Jordan,8049,Abdallah Naseeb,Defence,1994-02-25,Jordan
Jordan,8049,Saed Al Rosan,Defence,1997-02-01,Jordan
Jordan,8049,Husam Abu Dahab,Defence,2000-05-13,Jordan
Jordan,8049,Anas Badawi,Defence,1997-09-13,Jordan
Jordan,8049,Nizar Al Rashdan,Midfield,1999-03-23,Jordan
Jordan,8049,Rajaei Ayed,Midfield,1993-07-25,Jordan
Jordan,8049,Noor Al Rawabdeh,Midfield,1997-02-24,Jordan
Jordan,8049,Mohammad Abu Hasheesh,Midfield,1995-05-09,Jordan
Jordan,8049,Ibrahim Saadeh,Midfield,2000-04-27,Jordan
Jordan,8049,Mohammad Al-Dawoud,Midfield,1992-12-04,Jordan
Jordan,8049,Amer Jamous,Midfield,2002-07-03,Jordan
Jordan,8049,Musa Al Taamari,Offence,1997-06-10,Jordan
Jordan,8049,Mahmoud Al Mardi,Offence,1993-10-06,Jordan
Jordan,8049,Ali Olwan,Offence,2000-03-26,Jordan
Jordan,8049,Mohannad Abu Taha,Offence,2003-02-02,Jordan
Jordan,8049,Mohammad Abu Zrayq,Offence,1997-12-30,Jordan
Jordan,8049,Ibrahim Sabra,Offence,2006-02-01,Jordan
Jordan,8049,Odeh Fakhoury,Offence,2005-11-20,Jordan
Jordan,8049,Ali Azaizeh,Offence,2004-04-13,Jordan
Iraq,8062,Jalal Hassan,Goalkeeper,1991-05-18,Iraq
Iraq,8062,Fahad Talib,Goalkeeper,1994-10-21,Iraq
Iraq,8062,Ahmed Basil,Goalkeeper,1996-08-19,Iraq
Iraq,8062,Hussein Ali,Defence,2002-03-01,Iraq
Iraq,8062,Merchas Doski,Defence,1999-12-07,Iraq
Iraq,8062,Rebin Sulaka,Defence,1992-04-12,Iraq
Iraq,8062,Mustafa Saadoun,Defence,2001-05-25,Iraq
Iraq,8062,Ahmed Yahya,Defence,1995-07-01,Iraq
Iraq,8062,Frans Putros,Defence,1993-07-14,Iraq
Iraq,8062,Zaid Tahseen,Defence,2001-01-29,Iraq
Iraq,8062,Manaf Younis,Defence,1996-11-16,Iraq
Iraq,8062,Akam Hashem,Defence,1998-08-16,Iraq
Iraq,8062,Amir Al Ammari,Midfield,1997-07-27,Iraq
Iraq,8062,Kevin Yakob,Midfield,2000-10-10,Iraq
Iraq,8062,Aimar Sher,Midfield,2002-12-20,Iraq
Iraq,8062,Ibrahim Bayesh,Midfield,2000-05-01,Iraq
Iraq,8062,Youssef Amyn,Midfield,2003-08-21,Iraq
Iraq,8062,Ahmed Qasem,Midfield,2003-07-12,Iraq
Iraq,8062,Zidane Iqbal,Midfield,2003-04-27,Iraq
Iraq,8062,Zaid Ismail,Midfield,2002-01-03,Iraq
Iraq,8062,Aymen Hussein,Offence,1996-03-22,Iraq
Iraq,8062,Ali Al-Hamadi,Offence,2002-03-01,Iraq
Iraq,8062,Marko Farji,Offence,2004-03-16,Iraq
Iraq,8062,Ali Jassim El-Aibi,Offence,2004-01-20,Iraq
Iraq,8062,Mohanad Ali,Offence,2000-06-20,Iraq
Iraq,8062,Ali Yousif,Offence,1996-01-19,Iraq
Uzbekistan,8070,Abduvakhid Nematov,Goalkeeper,2001-03-20,Uzbekistan
Uzbekistan,8070,Botir Ergashev,Goalkeeper,1995-06-23,Uzbekistan
Uzbekistan,8070,Utkir Yusupov,Goalkeeper,1991-01-04,Uzbekistan
Uzbekistan,8070,Rustam Ashurmatov,Defence,1996-07-07,Uzbekistan
Uzbekistan,8070,Umar Eshmurodov,Defence,1992-11-30,Uzbekistan
Uzbekistan,8070,Abdukodir Khusanov,Defence,2004-02-29,Uzbekistan
Uzbekistan,8070,Jakhongir O'rozov,Defence,2004-01-18,Uzbekistan
Uzbekistan,8070,Farrukh Sayfiyev,Defence,1991-01-17,Uzbekistan
Uzbekistan,8070,Khodjiakbar Alijonov,Defence,1997-04-19,Uzbekistan
Uzbekistan,8070,Sherzod Nasrullayev,Defence,1998-07-23,Uzbekistan
Uzbekistan,8070,Abdulla Abdullayev,Defence,1997-09-01,Uzbekistan
Uzbekistan,8070,Bekhruz Karimov,Defence,2007-08-07,Uzbekistan
Uzbekistan,8070,Avazbek Ulmasaliev,Defence,2000-03-27,Uzbekistan
Uzbekistan,8070,Dostonbek Xamdamov,Midfield,1996-07-24,Uzbekistan
Uzbekistan,8070,Otabek Shukurov,Midfield,1996-06-22,Uzbekistan
Uzbekistan,8070,Oston Urunov,Midfield,2000-12-19,Uzbekistan
Uzbekistan,8070,Jamshid Iskanderov,Midfield,1993-10-16,Uzbekistan
Uzbekistan,8070,Akmal Mozgovoy,Midfield,2000-04-02,Uzbekistan
Uzbekistan,8070,Abbosbek Fayzullaev,Midfield,2003-10-03,Uzbekistan
Uzbekistan,8070,Azizjon Ganiev,Midfield,1998-02-22,Uzbekistan
Uzbekistan,8070,Odiljon Hamrobekov,Midfield,1996-02-13,Uzbekistan
Uzbekistan,8070,Sherzod Esanov,Midfield,2003-02-01,Uzbekistan
Uzbekistan,8070,Eldor Shomurodov,Offence,1995-06-29,Uzbekistan
Uzbekistan,8070,Jaloliddin Masharipov,Offence,1993-09-01,Uzbekistan
Uzbekistan,8070,Igor Sergeev,Offence,1993-04-30,Uzbekistan
Uzbekistan,8070,Azizbek Amonov,Offence,1997-10-30,Uzbekistan
Netherlands,8601,Mark Flekken,Goalkeeper,1993-06-13,Netherlands
Netherlands,8601,Bart Verbruggen,Goalkeeper,2002-08-18,Netherlands
Netherlands,8601,Robin Roefs,Goalkeeper,2003-01-17,Netherlands
Netherlands,8601,Denzel Dumfries,Defence,1996-04-18,Netherlands
Netherlands,8601,Virgil van Dijk,Defence,1991-07-08,Netherlands
Netherlands,8601,Nathan Aké,Defence,1995-02-18,Netherlands
Netherlands,8601,Jan Paul van Hecke,Defence,2000-06-08,Netherlands
Netherlands,8601,Jurrien Timber,Defence,2001-06-17,Netherlands
Netherlands,8601,Mickey van de Ven,Defence,2001-04-19,Netherlands
Netherlands,8601,Jorrel Hato,Defence,2006-03-07,Netherlands
Netherlands,8601,Marten de Roon,Midfield,1991-03-29,Netherlands
Netherlands,8601,Donyell Malen,Midfield,1999-01-19,Netherlands
Netherlands,8601,Frenkie de Jong,Midfield,1997-05-12,Netherlands
Netherlands,8601,Noa Lang,Midfield,1999-06-17,Netherlands
Netherlands,8601,Guus Til,Midfield,1997-12-22,Netherlands
Netherlands,8601,Teun Koopmeiners,Midfield,1998-02-28,Netherlands
Netherlands,8601,Tijjani Reijnders,Midfield,1998-07-29,Netherlands
Netherlands,8601,Ryan Gravenberch,Midfield,2002-05-16,Netherlands
Netherlands,8601,Mats Wieffer,Midfield,1999-11-16,Netherlands
Netherlands,8601,Quinten Timber,Midfield,2001-06-17,Netherlands
Netherlands,8601,Crysencio Summerville,Midfield,2001-10-30,Netherlands
Netherlands,8601,Cody Gakpo,Offence,1999-05-07,Netherlands
Netherlands,8601,Justin Kluivert,Offence,1999-05-05,Netherlands
Netherlands,8601,Wout Weghorst,Offence,1992-08-07,Netherlands
Netherlands,8601,Memphis Depay,Offence,1994-02-13,Netherlands
Netherlands,8601,Brian Brobbey,Offence,2002-02-01,Netherlands
Norway,8872,Ørjan Nyland,Goalkeeper,1990-09-10,Norway
Norway,8872,Egil Selvik,Goalkeeper,1997-07-30,Norway
Norway,8872,Sander Tangvik,Goalkeeper,2002-11-29,Norway
Norway,8872,Kristoffer Ajer,Defence,1998-04-17,Norway
Norway,8872,Torbjørn Heggem,Defence,1999-01-12,Norway
Norway,8872,Fredrik Bjørkan,Defence,1998-08-21,Norway
Norway,8872,Marcus Pedersen,Defence,2000-07-16,Norway
Norway,8872,Julian Ryerson,Defence,1997-11-17,Norway
Norway,8872,Leo Østigård,Defence,1999-11-28,Norway
Norway,8872,Henrik Falchener,Defence,2003-05-08,Norway
Norway,8872,Sondre Langås,Defence,2001-02-02,Norway
Norway,8872,David Wolfe,Defence,2002-04-23,Norway
Norway,8872,Morten Thorsby,Midfield,1996-05-05,Norway
Norway,8872,Martin Ødegaard,Midfield,1998-12-17,Norway
Norway,8872,Sander Berge,Midfield,1998-02-14,Norway
Norway,8872,Patrick Berg,Midfield,1997-11-24,Norway
Norway,8872,Fredrik Aursnes,Midfield,1995-12-10,Norway
Norway,8872,Kristian Thorstvedt,Midfield,1999-03-13,Norway
Norway,8872,Thelo Aasgaard,Midfield,2002-05-02,Norway
Norway,8872,Antonio Nusa,Midfield,2005-04-17,Norway
Norway,8872,Oscar Bobb,Midfield,2003-07-12,Norway
Norway,8872,Alexander Sørloth,Offence,1995-12-05,Norway
Norway,8872,Jens Hauge,Offence,1999-10-12,Norway
Norway,8872,Erling Haaland,Offence,2000-07-21,Norway
Norway,8872,Andreas Schjelderup,Offence,2004-06-01,Norway
Norway,8872,Jørgen Strand Larsen,Offence,2000-02-06,Norway
Scotland,8873,Angus Gunn,Goalkeeper,1996-01-22,Scotland
Scotland,8873,Craig Gordon,Goalkeeper,1982-12-31,Scotland
Scotland,8873,Liam Kelly,Goalkeeper,1996-01-23,Scotland
Scotland,8873,Grant Hanley,Defence,1991-11-20,Scotland
Scotland,8873,Dominic Hyam,Defence,1995-12-20,Scotland
Scotland,8873,Andrew Robertson,Defence,1994-03-11,Scotland
Scotland,8873,Kieran Tierney,Defence,1997-06-05,Scotland
Scotland,8873,Jack Hendry,Defence,1995-05-07,Scotland
Scotland,8873,Anthony Ralston,Defence,1998-11-16,Scotland
Scotland,8873,John Souttar,Defence,1996-09-25,Scotland
Scotland,8873,Scott McKenna,Defence,1996-11-12,Scotland
Scotland,8873,Aaron Hickey,Defence,2002-01-01,Scotland
Scotland,8873,Nathan Patterson,Defence,2001-10-16,Scotland
Scotland,8873,Scott McTominay,Midfield,1996-12-08,Scotland
Scotland,8873,Kenny McLean,Midfield,1992-01-08,Scotland
Scotland,8873,Ryan Christie,Midfield,1995-02-22,Scotland
Scotland,8873,Lewis Ferguson,Midfield,1999-08-24,Scotland
Scotland,8873,John McGinn,Midfield,1994-10-18,Scotland
Scotland,8873,Ben Doak,Midfield,2005-11-11,Scotland
Scotland,8873,Findlay Curtis,Midfield,,Scotland
Scotland,8873,Tyler Fletcher,Midfield,2007-03-19,England
Scotland,8873,Che Adams,Offence,1996-07-13,Scotland
Scotland,8873,George Hirst,Offence,1999-02-15,Scotland
Scotland,8873,Ross Stewart,Offence,1996-07-11,Scotland
Scotland,8873,Lyndon Dykes,Offence,1995-10-07,Scotland
Scotland,8873,Lawrence Shankland,Offence,1995-08-10,Scotland
Curaçao,9460,Trevor Doornbusch,Goalkeeper,1999-07-06,Curaçao
Curaçao,9460,Eloy Room,Goalkeeper,1989-02-06,Curaçao
Curaçao,9460,Tyrick Bodak,Goalkeeper,2002-02-15,Curaçao
Curaçao,9460,Roshon van Eijma,Defence,1998-06-09,Curaçao
Curaçao,9460,Joshua Brenet,Defence,1994-03-20,Curaçao
Curaçao,9460,Armando Obispo,Defence,1999-03-05,Curaçao
Curaçao,9460,Sheral Floranus,Defence,1998-08-23,Curaçao
Curaçao,9460,Riechedly Bazoer,Defence,1996-10-12,Curaçao
Curaçao,9460,Juriën Gaari,Defence,1993-12-23,Curaçao
Curaçao,9460,Shurandy Sambo,Defence,2001-08-19,Curaçao
Curaçao,9460,Ar'jany Martha,Defence,2003-09-04,Curaçao
Curaçao,9460,Livano Comenencia,Defence,2004-02-03,Curaçao
Curaçao,9460,Deveron Fonville,Defence,2003-05-16,Curaçao
Curaçao,9460,Tyrese Noslin,Defence,2002-09-11,Curaçao
Curaçao,9460,Leandro Bacuna,Midfield,1991-08-21,Curaçao
Curaçao,9460,Godfried Roemeratoe,Midfield,1999-08-19,Curaçao
Curaçao,9460,Juninho Bacuna,Midfield,1997-08-07,Curaçao
Curaçao,9460,Kevin Felida,Midfield,1999-11-11,Curaçao
Curaçao,9460,Gervane Kastaneer,Offence,1996-06-09,Curaçao
Curaçao,9460,Kenji Gorré,Offence,1994-09-29,Curaçao
Curaçao,9460,Jürgen Locadia,Offence,1993-11-07,Curaçao
Curaçao,9460,Tahith Chong,Offence,1999-12-04,Curaçao
Curaçao,9460,Sontje Hansen,Offence,2002-05-18,Curaçao
Curaçao,9460,Jearl Margaritha,Offence,2000-04-10,Curaçao
Curaçao,9460,Jeremy Antonisse,Offence,2002-03-29,Curaçao
Curaçao,9460,Brandley Kuwas,Offence,1992-09-19,Curaçao
